gene,Trans-Driver,2020plus,CompositeDriver,CHASM,e-Driver,ECD-CDGI,MCDHGN,MNGCL,OncodriveCLUST,MuSiC,ActiveDriver
ABHD16B,0.4990402047563187,0.493809141941,0.913608639136086,0.177,0.057795441022087,0.0,0.0,0.0,,6.90351696247723e-15,
ABHD17A,0.7911378905833422,0.710948944133,0.0898910108989101,0.7584,0.874296478041214,0.0,0.22243983,0.59553665,,0.738182998889345,
ABHD17B,0.6936120294337208,0.485223202352,0.505749425057494,0.0986,0.0472330453947039,0.0,0.09117438,0.6060366,,0.0036400649296807,
ABHD17C,0.8798123067079023,0.798235765838,0.654834516548345,0.2768,0.254286782248042,0.0,0.0,0.0,,0.427378289643605,
ABHD2,0.7497600511890796,0.88413258487,0.995400459954005,0.5042,0.207234507658697,0.0,0.0,0.0,,0.0006783041908153,
ABHD3,0.5646262130745441,0.57571237637,0.76042395760424,0.4988,0.241534126496829,0.0,0.0,0.0,,0.0442578880290331,
ABHD4,0.8443532046496747,0.723079390537,0.154984501549845,0.0646,0.376023769914671,0.0,0.0,0.0,0.16779709857,0.306429376737271,
ABHD5,0.8452596779353738,0.261202886929,0.652634736526347,0.1588,0.909922581840255,0.0,0.78613967,0.6207386,0.459254307183,0.47040226733509,
ABHD6,0.5458035619067931,0.91721464849,0.940805919408059,0.2712,0.708662743174959,0.0,0.07850775,0.61956227,,1.0,
ABHD8,0.7161672176602325,0.748110130981,0.826517348265174,0.6576,0.491068501365559,0.0,0.0,0.0,0.1790442108179999,0.0369795059606126,1.0
ABI1,0.6031246667377625,0.180278000535,0.936006399360064,0.0528,0.503770725219688,0.1828079,0.89578795,0.80607414,0.151589428313,0.178492572605004,1.0
ABI2,0.4857097152607443,0.00156107992515,0.142885711428857,0.2796,0.0400305241353167,0.39018705,0.7298223,0.7807305,0.0757097664563,0.0255910398023966,2.37427820412357e-06
ABI3,0.693292097685827,0.835188452285,0.928807119288071,0.6996,0.279396087098356,0.0,0.033782814,0.6638923,0.511187160786,0.0755815129066318,1.0
ABI3BP,0.2348299029540365,0.0588719593692,0.592040795920408,0.1588,0.031879354383513,0.0,0.0,0.0,0.171377786111,1.23229179454513e-14,1.0
ABITRAM,,,,,,,0.23625761,0.5647845,,,
ABL1,0.0462834595286338,0.00922747928361,0.216478352164784,0.014,0.0271150648098523,0.59773237,0.9912821,0.8715843,0.305683003093,3.38927948802691e-06,5.25417627177189e-06
ABL2,0.0610003199317479,0.0214915797915,0.115588441155884,0.1362,0.0110925018187806,0.53326243,0.97330916,0.79346985,0.479745483042,2.7318586178984897e-12,9.35564850786168e-08
ABLIM1,0.2903913831715901,0.0186260358193,0.281871812818718,0.5274,0.342493794406829,0.3842298,0.9988643,0.763807,0.175749578236,0.111466087149997,1.0
ABLIM2,0.1959581955849418,0.205271317829,0.657034296570343,0.4088,0.0418969251740038,0.36543682,0.9987784,0.7717502,0.118984580645,3.8147376647879e-05,1.0
ABLIM3,0.3240375386584195,0.0857845495857,0.977102289771023,0.0316,0.0006743551487785,0.33172396,0.020476295,0.7392346,0.18640125195,2.95010816368661e-05,1.0
ABO,0.3244641143222779,,,0.6046,,0.0,0.0,0.0,,,
ABR,0.1368241441825743,0.1178241112,0.961003899610039,0.0072,0.487282165016973,0.31062445,0.83607864,0.6610708,0.250607453823,0.0197431057348012,1.0
ABRA,0.7518396075503893,0.946426089281,1.0,0.951,0.271691732278161,0.0,0.017471453,0.5982885,,8.98432300630221e-08,1.0
ABRACL,0.9998933560840354,0.426479550922,0.811418858114189,0.0502,0.88035360463344,0.0,0.0,0.0,,0.787959645280192,
ABRAXAS1,,,,,,0.062815994,0.12284512,0.72433746,,,
ABRAXAS2,,,,,,,0.99925154,0.6475314,,,
ABT1,0.3762930574810706,0.315771184175,0.489351064893511,0.6614,0.153514085566774,0.0,0.06708295,0.6409411,,0.0018290880350366,
ABTB1,0.4246560733710142,0.407067628976,0.756024397560244,0.1438,0.22546262949055,0.0,0.14018105,0.57025516,,0.116121141230705,
ABTB2,0.3256371973978884,0.275327452553,0.295770422957704,0.2508,0.0692440966943119,0.0,0.0,0.0,0.329796737147,0.0008599187321017,
AC002310.13,,,0.024269757302427,0.485,1.0,,,,,,
AC002456.2,,,,0.3414,,,,,,,
AC002472.13,,,0.991800819918008,0.2458,,,,,,,
AC003002.6,,,0.999900009999,0.6676,0.325951049956782,,,,,,
AC003006.7,,,0.999900009999,0.283,0.205575052027828,,,,,,
AC004076.9,,,0.808619138086191,0.2086,0.21982914544898,,,,,,
AC004381.6,,,0.905709429057094,0.171,0.374808520157527,,,,,,
AC004466.1,,,0.688431156884312,,,,,,,,
AC005358.1,,,0.653134686531347,0.288,,,,,,,
AC005488.1,,,,0.765,,,,,,,
AC005544.1,,,1.0,0.9192,,,,,,,
AC005609.1,,,0.991200879912009,0.7476,,,,,,,
AC006435.1,,,0.999900009999,,,,,,,,
AC006486.9,,,0.256874312568743,0.177,0.583319314312087,,,,,,
AC006538.4,,,0.322867713228677,0.1438,1.0,,,,,,
AC006946.15,,,0.675032496750325,0.4584,,,,,,,
AC007956.1,,,1.0,0.953,,,,,,,
AC008060.7,,,0.979102089791021,0.9106,,,,,,,
AC008132.13,,,0.999900009999,0.3942,,,,,,,
AC008271.1,,,1.0,0.626,,,,,,,
AC008394.1,,,0.88011198880112,0.9068,,,,,,,
AC009065.1,,,1.0,0.5908,,,,,,,
AC009365.3,,,0.998700129987001,0.4776,,,,,,,
AC009892.10,,,0.913908609139086,0.796,,,,,,,
AC010327.2,,,0.684431556844316,,,,,,,,
AC010336.1,,,0.044629553704463,0.6806,,,,,,,
AC010441.1,,,0.802919708029197,,,,,,,,
AC010731.4,,,,0.9874,,,,,,,
AC011294.3,,,0.698330166983302,0.7304,,,,,,,
AC011308.1,,,1.0,,,,,,,,
AC011484.1,,,0.043589564104359,0.4518,,,,,,,
AC011530.4,,,0.464753524647535,0.283,,,,,,,
AC011897.1,,,0.932706729327067,0.953,,,,,,,
AC011997.1,,,0.577942205779422,0.5208,,,,,,,
AC012215.1,,,0.04279957200428,,,,,,,,
AC015987.2,,,0.781021897810219,0.1668,,,,,,,
AC016757.3,,,0.902309769023098,0.4906,,,,,,,
AC017035.2,,,,0.177,,,,,,,
AC018470.1,,,0.351664833516648,0.4088,,,,,,,
AC018755.1,,,0.92970702929707,0.8874,,,,,,,
AC019171.1,,,0.0970902909709029,,,,,,,,
AC019294.1,,,0.961103889611039,0.6576,,,,,,,
AC020922.1,,,0.507549245075492,0.8608,,,,,,,
AC022400.2,,,0.787021297870213,0.962,,,,,,,
AC022498.1,,,0.979002099790021,0.6736,,,,,,,
AC022532.1,,,0.937106289371063,0.6402,,,,,,,
AC023490.2,,,,0.6468,,,,,,,
AC024592.12,,,0.63003699630037,0.5102,,,,,,,
AC026202.1,,,0.349365063493651,0.6046,,,,,,,
AC026310.1,,,0.565143485651435,,,,,,,,
AC026703.1,,,0.892410758924108,0.3644,0.411940382769451,,,,,,
AC027763.2,,,0.837516248375162,,,,,,,,
AC037199.1,,,0.0636893631063689,0.9868,,,,,,,
AC037459.4,,,1.0,0.3452,,,,,,,
AC040160.1,,,0.521247875212479,0.5354,,,,,,,
AC040977.1,,,0.24997500249975,0.1078,,,,,,,
AC061992.1,,,0.0713192868071319,,,,,,,,
AC068533.7,,,0.662233776622338,0.1246,0.195439739413681,,,,,,
AC068987.1,,,1.0,,,,,,,,
AC069368.3,,,0.032489675103249,0.2678,0.0230393309811318,,,,,,
AC073254.1,,,,0.1438,,,,,,,
AC073342.1,,,0.927607239276072,0.5728,,,,,,,
AC073343.1,,,1.0,0.5964,,,,,,,
AC073610.5,,,0.405859414058594,0.1932,0.650364203954214,,,,,,
AC073869.2,,,,0.6046,,,,,,,
AC074091.13,,,0.982401759824018,0.7054,,,,,,,
AC074389.6,,,0.999700029997,0.8918,,,,,,,
AC079354.1,,,0.583241675832417,0.0932,1.0,,,,,,
AC079612.1,,,0.1998800119988,0.8384,,,,,,,
AC080008.1,,,,0.017,,,,,,,
AC083906.2,,,,0.258,,,,,,,
AC087645.1,,,0.745925407459254,0.8154,,,,,,,
AC090186.1,,,1.0,,,,,,,,
AC090616.2,,,0.909109089091091,0.5526,,,,,,,
AC092850.1,,,0.663833616638336,,,,,,,,
AC093677.1,,,0.0187833823075799,,,,,,,,
AC103801.2,,,1.0,0.9556,,,,,,,
AC103809.2,,,0.132486751324868,0.0576,,,,,,,
AC104534.3,,,0.602539746025398,0.1696,0.796695067476542,,,,,,
AC104809.3,,,0.192180781921808,0.4956,,,,,,,
AC106876.2,,,0.694030596940306,0.9192,,,,,,,
AC110619.2,,,0.995800419958004,0.7584,,,,,,,
AC110781.3,,,0.999000099990001,0.8608,,,,,,,
AC114494.1,,,0.780921907809219,0.4906,,,,,,,
AC114546.1,,,0.911108889111089,0.7054,,,,,,,
AC115618.1,,,0.0470843299673615,,,,,,,,
AC117834.1,,,0.649435056494351,0.3842,,,,,,,
AC121757.1,,,1.0,,,,,,,,
AC129492.6,,,0.518648135186481,0.8004,,,,,,,
AC133680.1,,,,0.3364,,,,,,,
AC135048.1,,,1.0,,,,,,,,
AC136604.1,,,0.590840915908409,0.5398,,,,,,,
AC139100.2,,,0.977302269773023,,,,,,,,
AC140481.2,,,0.610738926107389,0.5398,0.349253297424316,,,,,,
AC142381.1,,,0.284071592840716,0.4906,,,,,,,
ACAA1,0.1676442358963421,0.0309115209837,0.035349646503535,0.1808,0.401994586776581,0.26564726,0.72927743,0.72020483,0.117622084892,0.0786506623046434,1.0
ACAA2,0.3414738189186307,0.0877198609997,0.17028297170283,0.3182,0.515174472675648,0.0,0.49093574,0.69189525,0.2639706630699999,0.472579842591909,1.0
ACACA,0.0476698304361735,0.0576851109329,0.578142185781422,0.0292,,0.9438493,0.99990463,0.75778043,,1.57522133820211e-08,0.0013292090955424
ACACB,0.0400981124026874,0.0895429029671,0.794920507949205,0.171,0.029065033252284,0.6084322,0.99602157,0.7468041,0.118822105108,2.7260468180170403e-15,0.0481947709947777
ACAD10,0.1347979097792471,0.207714514836,0.891310868913109,0.784,0.199740838662177,0.0,0.20075686,0.6631831,0.232215052454,0.0006973589275009,1.0
ACAD11,0.4347339234296683,0.324752739909,0.16028397160284,0.6046,0.650441508978396,0.0,0.6960075,0.6292169,0.535907333077,0.0377714506643644,1.0
ACAD8,0.4184174042870854,0.324752739909,0.018419815801842,0.0584,0.0318519764080254,0.0,0.28078508,0.67767787,0.266296837283,0.0123603074462046,
ACAD9,0.6980377519462515,0.287174552259,0.226077392260774,0.0804,0.482699500422502,0.0,0.5433691,0.6328361,,1.0,1.0
ACADL,0.5816359176708968,0.88413258487,0.042079579204208,0.017,0.103168769426706,0.6664584,0.1078612,0.70313966,0.415954805526,0.0027967895881048,
ACADM,0.5210621734030073,0.35966319166,0.025719742802572,0.1332,0.0369666634793171,0.3562795,0.86046255,0.7188232,0.62232061444,0.0102920900706712,
ACADS,0.0215953929828303,0.0046511627907,0.011909880901191,0.1008,3.8027760719309e-05,0.0,0.34804076,0.7102658,0.00269536416593,3.4007327842582e-05,
ACADSB,0.4807507731683907,0.447190590751,0.188881111888811,0.3548,0.0336659856109936,0.0,0.7104835,0.6768615,,0.292470816892215,1.0
ACADVL,0.1910525754505705,0.311440791232,0.0825917408259174,0.003,0.147686958822325,0.0,0.5310837,0.72842515,0.459254307183,0.210469610589846,1.0
ACAN,0.1525007998293697,0.0533066025127,1.0,0.3726,0.0107861954978348,0.8739459,0.963108,0.6552687,0.181862261581,0.0,1.0
ACAP1,0.5274608083608829,0.419700614809,0.853714628537146,0.4144,0.0619682954590301,0.087577194,0.0,0.0,0.164642654983,0.0014173683149945,1.0
ACAP2,0.2924709395328996,0.329468056669,0.636736326367363,0.082,0.0597015978484833,0.11435394,0.0,0.0,0.683854740183,0.0034473991604077,0.0454482015078311
ACAP3,0.6750559880558814,0.447190590751,0.566143385661434,0.3306,0.0046679847969822,0.0,0.0,0.0,0.6407988891340001,0.0006938806143115,1.0
ACAT1,0.3637090753972486,0.315771184175,0.218578142185781,0.2632,0.414210500942252,0.0,0.9919382,0.6926898,0.557231714689,0.0058832537400571,0.0008434172373564
ACAT2,0.6078169990402047,0.810253942796,0.141685831416858,0.0646,0.430189091858328,0.0,0.75186044,0.6796717,,0.0358796874737737,
ACBD3,0.109310013863709,0.111595829992,0.616338366163384,0.196,0.084374221256198,0.0,0.37079504,0.68960726,0.596741533452,0.00134925523831,1.0
ACBD4,0.3729870960861683,0.88413258487,0.643435656434357,0.9644,0.242756887750769,0.0,0.0,0.0,,0.0154831568007725,
ACBD5,0.812999893356084,0.748110130981,0.189181081891811,0.0734,0.343499796070234,0.0,0.34196717,0.56855917,0.4458543826120001,0.0126814398706053,0.036338571301348
ACBD6,0.9496640716647116,0.84747393745,0.626737326267373,0.2632,0.515341162933255,0.0,0.36060306,0.70078707,,1.0,1.0
ACBD7,0.7698624293484057,0.0877198609997,0.473352664733527,0.4906,0.999926960610891,0.0,0.0,0.0,0.0053395363792899,0.123297708229609,
ACCS,0.4378265969926416,0.84747393745,0.857314268573143,0.0794,0.399461617116063,0.0,0.0,0.0,,0.0007046097706925,
ACCSL,0.6449824037538658,0.35966319166,0.940705929407059,0.717,0.314796567755704,0.0,0.0,0.0,0.209850858318,4.4076727321569e-07,
ACD,0.6140023461661512,0.528388131516,0.511948805119488,0.2318,0.119317594542316,0.2977967,0.838689,0.67061013,0.220673893918,0.0710944366145573,1.0
ACE,0.1115495360989655,0.188970863406,0.911808819118088,0.0804,0.0325342098371228,0.56633,0.9481285,0.6847297,0.453750818095,1.31654964079594e-08,1.0
