gene_id,gene,pvalue
5694.0,NGLY1,0.42060852
8984.0,AKAP10,0.42046583
11464.0,BPI,0.42045403
11910.0,ALG12,0.4204071
8246.0,MRI1,0.42012894
10014.0,DNAH12,0.4199981
5363.0,IFT74,0.41990793
10868.0,ATOH1,0.41959396
7823.0,SLC11A2,0.41949588
3108.0,ATP5F1A,0.41938782
7350.0,MGLL,0.41935962
10876.0,ST6GAL1,0.41935226
5729.0,PPP1R26,0.41929284
11937.0,FKBP9,0.41927302
8791.0,WAPL,0.41923013
6509.0,LANCL2,0.419223
245.0,PRKCSH,0.4191661
12695.0,CTBS,0.4191164
8059.0,TNPO3,0.41902086
11047.0,RANGRF,0.41901693
8167.0,PLA2G10,0.4190134
711.0,PSAP,0.4189849
7074.0,CCR9,0.41896886
7716.0,CHPF,0.4187521
6719.0,EPGN,0.41803816
7422.0,TBR1,0.41779923
1372.0,RAB11FIP3,0.41776112
5704.0,SIRT3,0.41770175
3351.0,CPSF2,0.41758984
4218.0,VBP1,0.41750446
12178.0,COLEC10,0.41725957
249.0,RAD51B,0.4169498
9008.0,SYF2,0.41694307
3803.0,TAOK1,0.41686136
3311.0,TDRKH,0.4167914
6146.0,MYOZ1,0.41659018
4502.0,HOXC8,0.41655582
8677.0,CC2D1B,0.4165037
7970.0,THSD7A,0.4161304
8710.0,THYN1,0.41603217
11400.0,DPYS,0.41590783
11046.0,CHML,0.41570815
8990.0,PCTP,0.41560757
12434.0,CCN1,0.4155648
1382.0,CCM2,0.41556153
6885.0,SPATS2L,0.41546124
11839.0,DNASE2B,0.41531157
3269.0,NUCKS1,0.4151234
3453.0,PPM1K,0.41488516
10523.0,PREB,0.4142926
8250.0,SLC29A3,0.41425708
7239.0,TLK2,0.4142389
8261.0,LMAN2L,0.4142361
6580.0,AATK,0.4142075
4090.0,NPHS2,0.4141984
3199.0,RAD51AP1,0.4141705
12196.0,DGCR2,0.4139101
10760.0,TRPC6,0.41385257
9365.0,TJP3,0.4138294
10985.0,HPR,0.4135704
2697.0,FBXO22,0.41327667
9925.0,ST3GAL2,0.41318423
9351.0,CD14,0.41315734
7196.0,ZBTB6,0.41313276
11857.0,IGHG2,0.4129934
12617.0,GATB,0.41287932
1685.0,CD22,0.41270757
12056.0,ZNF507,0.4123582
5353.0,CHN2,0.41222203
5898.0,VPS29,0.41214833
1199.0,IHH,0.41193694
3854.0,MTREX,0.41193312
2063.0,BYSL,0.41188914
10333.0,CDKN2AIP,0.41159517
9226.0,AGO4,0.4115944
6165.0,EXOSC4,0.41148317
5182.0,SNRNP35,0.4114762
11422.0,GRIK4,0.41140705
11313.0,DIMT1,0.4112854
10658.0,MRPL13,0.41127825
2415.0,RPN1,0.41124776
10579.0,SCLY,0.41097444
7194.0,DHPS,0.41087383
8308.0,FAM114A1,0.41064233
7332.0,HPRT1,0.41061318
4419.0,SS18L1,0.41056186
3765.0,TNFRSF17,0.41051412
405.0,KIF17,0.41045618
4983.0,ANP32E,0.4104447
9418.0,MAOA,0.4103068
9927.0,VAT1,0.410292
4557.0,PGBD1,0.4101715
12013.0,PSG4,0.41006115
842.0,FARSA,0.4098854
3512.0,PCGF1,0.40974477
3326.0,GABARAPL1,0.4097194
7023.0,SMNDC1,0.40946683
3591.0,NECAP1,0.40931237
7913.0,KLHL21,0.40929398
12311.0,GFOD1,0.40923545
11987.0,TXNDC16,0.4091145
2073.0,ZFR,0.4088365
8765.0,SLC6A1,0.40877378
10416.0,LOXL3,0.40845042
10097.0,LIPT1,0.40836287
1034.0,PKN1,0.40809196
1785.0,DAPK3,0.40793076
2585.0,EPC2,0.40789506
5468.0,KNSTRN,0.40779325
11057.0,ADCY8,0.40772423
1154.0,MSH4,0.40768626
386.0,FABP4,0.40764233
8394.0,ENSA,0.40730113
5191.0,KIF9,0.40727606
11881.0,ARHGAP36,0.40672523
9130.0,LYPD3,0.4066718
390.0,CXCL16,0.40665165
806.0,ATG5,0.40664512
11770.0,MAN2B1,0.40648657
10442.0,MTRF1L,0.40647322
7057.0,DEGS1,0.40608907
679.0,CD58,0.40605873
4885.0,MARF1,0.40572965
10762.0,GFRA1,0.4053651
12049.0,CD320,0.4050422
11709.0,TYMP,0.40501648
9751.0,SNX21,0.4048082
10054.0,KRTAP10-4,0.40470618
10236.0,TUBB8,0.4046614
10445.0,ZNF181,0.40446323
3274.0,RPL18,0.40422484
9909.0,KCNB2,0.40409222
6248.0,LSM4,0.40398496
10514.0,DOLPP1,0.40389708
5094.0,EMSY,0.40384182
2919.0,UMOD,0.40378362
6198.0,CENPH,0.40352258
8026.0,POLA2,0.4034705
12386.0,PITPNM2,0.40342957
4035.0,SYNJ2BP,0.40339985
10124.0,HIP1R,0.4028534
11185.0,RAVER2,0.4027662
12870.0,CA5B,0.4026088
8437.0,ZFP57,0.4023105
3707.0,NUCB2,0.402309
256.0,PPP3CC,0.4020869
5519.0,SLC25A17,0.40206543
180.0,NKX3-2,0.401994
4948.0,VMA21,0.4019094
11439.0,GHRHR,0.40188652
6088.0,NCAPD2,0.4012755
7340.0,COPZ1,0.40110952
11942.0,PPP4R4,0.40078178
6084.0,VTI1B,0.40070084
8778.0,S1PR2,0.40036803
12274.0,SCCPDH,0.40022448
4548.0,JPT2,0.40015265
6479.0,ZNF547,0.40013218
278.0,IRAK2,0.39989337
10590.0,NSL1,0.39976448
11527.0,USP17L2,0.39955935
3452.0,ARPC4,0.3995161
9663.0,WIPI1,0.39933962
10875.0,RIMS2,0.39911458
4344.0,TSG101,0.3987551
8641.0,IPP,0.39864954
2806.0,HERC5,0.39858383
11897.0,SNN,0.39841488
5603.0,CLDN11,0.39835376
6645.0,SYCE3,0.39794993
9877.0,EFEMP1,0.3977709
6764.0,LSS,0.3976294
3177.0,EIF1,0.39762226
11261.0,HOXB8,0.39760664
7556.0,HEPHL1,0.39739877
5960.0,SIRT6,0.39687464
11752.0,DCXR,0.39686987
12136.0,TMEM63B,0.39686865
8235.0,PRPF4,0.3968468
4227.0,SYNE4,0.39667413
4020.0,TBCC,0.39663926
9211.0,DNAJB4,0.39662495
11019.0,ZNF354A,0.39633
11018.0,CCNT2,0.39626786
11126.0,MGP,0.39623475
11962.0,YPEL1,0.39607406
10663.0,PDE12,0.39605224
5848.0,HASPIN,0.39591742
5064.0,PSMD9,0.39576814
12574.0,MTMR8,0.39556658
5019.0,GNPDA1,0.3955371
8170.0,NCLN,0.39531702
8344.0,UHMK1,0.39531404
12697.0,ENGASE,0.3951446
2861.0,SMARCA1,0.3949824
3588.0,NTMT1,0.39497128
7161.0,ZNF703,0.39496508
12226.0,GABRE,0.39490023
4389.0,NKG7,0.39487088
7553.0,P2RX1,0.3948634
3536.0,MEX3B,0.39473084
2399.0,SH2D4A,0.3946954
6726.0,CYB561,0.39456707
1804.0,CIR1,0.3944027
8226.0,TMEM38B,0.39420685
10502.0,IKZF5,0.39406675
6332.0,NOC4L,0.39402553
2361.0,CDC40,0.39391777
1074.0,MMACHC,0.39358288
9064.0,GPRC5C,0.3932907
5632.0,RAB8A,0.39325303
9454.0,MPHOSPH9,0.39318734
7707.0,PRKRIP1,0.39299473
11411.0,KCNG1,0.39290708
2820.0,WWC1,0.3928135
10115.0,MOCS2,0.39271402
7248.0,CNOT10,0.39257088
11294.0,HOXD11,0.39255968
780.0,CD96,0.3925397
9344.0,MAP7,0.39231846
10828.0,ACE2,0.39216208
2787.0,NHP2,0.3921234
11651.0,SULF1,0.39209023
9767.0,COX10,0.3918397
8574.0,GOLT1B,0.3917717
558.0,CLEC4C,0.39172202
9024.0,INTS10,0.39123175
12088.0,VPS35L,0.39114922
11343.0,ST3GAL4,0.39114398
4711.0,UBE2E3,0.3909338
633.0,MTERF4,0.3904781
10023.0,SLC37A4,0.39035687
8194.0,ZNF84,0.39021704
10322.0,MRPL22,0.39005548
5791.0,BANF1,0.38997892
9848.0,SAR1B,0.38969472
11011.0,PTGIR,0.38961083
4084.0,MTCH1,0.38954046
1781.0,PRDX1,0.3894116
3764.0,HCLS1,0.3893732
2501.0,LGALS3BP,0.3893197
9768.0,NIPA1,0.38926733
2531.0,EEF1B2,0.38922808
12000.0,ST7,0.3891446
4640.0,SGPL1,0.38913557
6963.0,IQCN,0.38897765
9080.0,ANKMY2,0.38894966
10017.0,MIER1,0.38874152
1167.0,CYP1A2,0.38872927
5705.0,ZSCAN22,0.38868856
170.0,ZFPM1,0.38854435
12419.0,GDPGP1,0.38851336
8615.0,DGAT1,0.38820103
284.0,GORASP1,0.38810477
8540.0,NGRN,0.38787636
7671.0,SLC8A1,0.38776016
12632.0,ADAM30,0.3877416
4198.0,SALL2,0.38770887
2543.0,ACVR2B,0.38738406
495.0,VAMP7,0.38725716
10913.0,AFAP1,0.38718873
7493.0,CORO2B,0.387087
5302.0,AQP4,0.38702118
12260.0,MYORG,0.38686788
3047.0,TRPA1,0.38674432
7163.0,GMPPA,0.38673657
3050.0,VPS37B,0.38670838
9693.0,MVD,0.3866499
6644.0,BBS12,0.38651755
7582.0,ITPK1,0.3864765
581.0,PHLDA1,0.38647494
11978.0,HORMAD1,0.38633552
8357.0,ATP7B,0.38629672
8104.0,CLN8,0.38628256
3099.0,DCAF5,0.38624337
5576.0,ADGRE2,0.38623902
5063.0,CERCAM,0.38584793
11377.0,RAB15,0.3858258
7739.0,YME1L1,0.38573584
8187.0,HNF4G,0.38572162
8460.0,BARX2,0.3855314
5097.0,PLEKHF2,0.3851824
2661.0,STAU2,0.38514107
3688.0,VPS72,0.38511088
5409.0,CMTM6,0.38501787
11710.0,NOX5,0.3850087
6765.0,DSTYK,0.3849514
3857.0,FAM32A,0.38474375
342.0,S100A10,0.3847223
10696.0,SYNC,0.38466385
2708.0,IDO1,0.38462308
10084.0,OPLAH,0.38453224
8079.0,FBLN5,0.38447842
1255.0,PRKCZ,0.3844452
6523.0,HDGFL2,0.38444287
9705.0,MTO1,0.38442606
4636.0,AKAP1,0.38428253
9484.0,RHOBTB1,0.3841825
2146.0,GABARAPL2,0.38412544
8247.0,SLC13A5,0.38400796
7205.0,CHTF18,0.38375732
2153.0,TPH1,0.38352892
9992.0,ADK,0.38347355
10209.0,RPL39L,0.3831911
3391.0,ELP2,0.38306937
605.0,KIRREL1,0.38274616
6109.0,MLPH,0.3825275
5749.0,RUNX1T1,0.38235343
10734.0,ERAP2,0.38228613
9200.0,TAX1BP3,0.3822443
5309.0,PTS,0.38218495
196.0,GTF2F2,0.38181812
6830.0,SCRN1,0.38178012
3147.0,RPS19,0.38158882
4906.0,ZC3HAV1,0.3814777
4756.0,PPP1R18,0.3814712
12480.0,FRMD4B,0.38141966
11787.0,UQCR10,0.38122517
1859.0,KRT8,0.38121828
3945.0,NDUFB10,0.38110054
2546.0,MSI2,0.38087833
10301.0,SLC26A5,0.3806129
3020.0,SCLT1,0.38022593
8922.0,WNK2,0.38019896
7053.0,SPG7,0.380125
3532.0,TRIM16L,0.3799859
3780.0,HINT2,0.37958053
9098.0,TIGD1,0.37953943
4904.0,SYAP1,0.37952858
10733.0,POLR2D,0.37936065
11470.0,FKBP10,0.37925106
3376.0,ATG101,0.3791667
1223.0,FZD2,0.37916347
4654.0,CAPN6,0.3791029
7983.0,POC1A,0.37895545
7565.0,GOT1,0.37879488
7802.0,COL8A1,0.37870172
10681.0,FBXL20,0.37861186
9440.0,PLAG1,0.37848404
6581.0,KRT32,0.3784169
6776.0,MRPS18B,0.3782725
10019.0,CKAP2,0.37816688
7463.0,KIF18B,0.3781616
2451.0,SRSF9,0.37795067
609.0,KLK5,0.37764734
7702.0,PDHX,0.3775542
9243.0,NAA35,0.37752005
6529.0,SEC61A2,0.37741247
6799.0,COPE,0.3773736
10561.0,UROS,0.37736562
12033.0,SLC25A16,0.3770772
2374.0,LGALS9,0.3769509
7452.0,CS,0.37650254
6210.0,HAUS4,0.37621558
601.0,CD47,0.37606055
8567.0,RBMS1,0.37585387
3629.0,RTF1,0.37560147
4507.0,CIB1,0.37548706
3667.0,EAF1,0.37544867
3555.0,BMF,0.37543452
12466.0,CCDC134,0.3752988
2504.0,PGAM1,0.37505785
4.0,ABCC9,0.3750133
9946.0,RNF183,0.37492928
1151.0,IFNGR2,0.37488556
11726.0,MARS2,0.37483823
5208.0,GTPBP3,0.37467447
5715.0,ZNF365,0.37400547
12939.0,ENPP3,0.37389612
10272.0,MVK,0.37380362
3556.0,TMX1,0.37371954
10111.0,SLC30A6,0.37352374
8938.0,SPAST,0.37343308
4668.0,MBD3L1,0.37261564
3399.0,PIMREG,0.37241173
8117.0,TTC30A,0.37239802
10859.0,COL5A2,0.37239075
5224.0,LAMP3,0.37236905
4993.0,PTPN9,0.37215343
5834.0,ZFP41,0.3718681
5360.0,EFHC1,0.3717926
5652.0,LY6G6C,0.37138867
5210.0,CRYBA1,0.37105855
12395.0,TMCO6,0.37100258
895.0,ACBD3,0.37079504
11156.0,TPST2,0.370647
7015.0,UTP14C,0.37058914
8743.0,NUP43,0.3705688
320.0,PIK3R5,0.37042448
12762.0,FSCN3,0.3698848
1319.0,PER1,0.36986974
6272.0,TMEM161A,0.3698016
3642.0,HNRNPA3,0.36973286
9466.0,TM9SF2,0.36939234
10664.0,TM2D2,0.36931834
12422.0,NAGA,0.3692736
8699.0,DBR1,0.36924788
12383.0,RHEX,0.36895356
4014.0,RAB18,0.36889905
11320.0,RAX,0.36852568
12616.0,ALPI,0.36851904
11868.0,ETFBKMT,0.3679236
8660.0,AP4S1,0.36790064
72.0,EXT2,0.36789596
6584.0,RTN4IP1,0.3677519
4869.0,ZNF212,0.36754477
6771.0,CD160,0.366998
4841.0,TRAPPC6A,0.36662585
11178.0,LMOD1,0.36645576
3102.0,SERBP1,0.36618584
6417.0,MSMO1,0.36617437
7230.0,GYG1,0.36590487
12016.0,ZNF624,0.36578962
1712.0,FIBP,0.3656891
10500.0,GNAT1,0.36544812
8110.0,UFSP2,0.36543095
7853.0,EHBP1,0.36542898
12777.0,SERHL2,0.3654224
4099.0,SPAG5,0.36535704
12367.0,CYP4X1,0.3650709
11662.0,CARF,0.3649916
11415.0,GALNT4,0.36499143
7491.0,AHI1,0.36463565
11071.0,KLF7,0.36435887
10012.0,NANOS2,0.36430392
7958.0,HK3,0.36398134
7554.0,NKD2,0.3637227
9863.0,GALNT6,0.36371288
2964.0,TGFB2,0.3635713
5845.0,CENPB,0.3634868
5076.0,CEP152,0.36338368
10081.0,IL4I1,0.36293882
5376.0,ATP5F1B,0.36273417
11547.0,PYHIN1,0.3626479
12348.0,PLEKHH3,0.36243936
3057.0,CRIP2,0.36240774
9468.0,ARHGAP39,0.3622888
2917.0,HNRNPH2,0.3615335
2719.0,ATG3,0.36147675
3657.0,BTBD10,0.36145604
7142.0,ARPC1A,0.36121127
10652.0,ACP2,0.36111304
5133.0,WASHC3,0.36097175
1028.0,MLX,0.36083305
7680.0,ACBD6,0.36060306
12514.0,BCLAF3,0.3604274
9393.0,KANSL2,0.36038646
3991.0,CLIC5,0.3603568
1158.0,POLR3E,0.36020362
7728.0,MEIS1,0.35994163
3341.0,GPS1,0.3598389
3293.0,WDR12,0.35978782
3406.0,GGA1,0.3597109
12293.0,CHST14,0.3597097
3023.0,ADAMTSL1,0.3596546
12328.0,TPGS2,0.35930613
5466.0,LDLRAP1,0.3592069
7868.0,ETNK1,0.35905772
358.0,AVPR2,0.35899717
7933.0,ACP5,0.35885566
9941.0,MTFR1,0.3587038
5008.0,SNX15,0.3585371
12573.0,EML6,0.35850844
251.0,NME1,0.3584555
6234.0,NIP7,0.35843077
2978.0,ELAC2,0.35823467
7339.0,SOX30,0.3582201
2814.0,TEKT4,0.3579929
202.0,MMUT,0.35797602
4260.0,VAC14,0.35789934
5073.0,MAB21L2,0.35788694
2990.0,DAZAP1,0.35784492
9890.0,SASH3,0.3577363
10883.0,SLC34A1,0.35762838
2216.0,HNRNPUL2,0.3574377
11714.0,FGD3,0.3573041
2847.0,POLR2E,0.35710818
1143.0,NR1H2,0.3570597
8602.0,CLGN,0.35700458
11688.0,ZBTB46,0.3569313
3225.0,CALB1,0.35670266
7993.0,SLF1,0.35660884
6087.0,COX5A,0.35634467
11330.0,TJAP1,0.35630926
4329.0,INO80B,0.3558812
2883.0,CCDC15,0.35548696
1857.0,PLSCR1,0.35534212
11828.0,ATP9A,0.35533568
8189.0,PTMS,0.35525602
1063.0,PIGM,0.35505533
5286.0,FEM1C,0.35484457
4295.0,RIMS3,0.35464397
8236.0,ATP5MF,0.3545218
5651.0,XPO7,0.3545168
4383.0,PDZK1IP1,0.35435626
4946.0,MSRB3,0.35432145
10423.0,IRX5,0.35428494
7922.0,MTX2,0.35423538
10667.0,BOK,0.35420683
11568.0,ZNF273,0.35417512
1058.0,QTRT1,0.3540173
11782.0,MPV17,0.35400987
9793.0,GALNT3,0.35385674
3920.0,RPL34,0.35370165
10433.0,PPA2,0.35326156
1733.0,MAP2K4,0.3531519
5029.0,GP9,0.35308778
9168.0,SLC4A1AP,0.35292068
6978.0,AK3,0.3527318
12094.0,TMEM59L,0.35268748
2309.0,IFI16,0.35261887
8282.0,LONP1,0.35218096
475.0,NCAM1,0.3520851
10973.0,RELT,0.3519224
4449.0,ARHGAP45,0.35185242
9584.0,OVOL2,0.35175425
8598.0,SLFN11,0.3513424
6597.0,ZNRF1,0.35120708
11517.0,SVIP,0.3509757
10739.0,MGAT1,0.3506239
4331.0,MGST3,0.35047308
6696.0,SNRNP25,0.3503466
6361.0,ZNF488,0.35019758
9219.0,AKAP4,0.34966514
11026.0,P2RX2,0.34961572
9377.0,AQP5,0.34957033
3142.0,PGRMC1,0.34944203
3839.0,GAMT,0.3494386
993.0,NFASC,0.34939337
1090.0,CD3G,0.34933564
11571.0,SNAI3,0.34925178
6682.0,PRKG2,0.3491312
12120.0,SUSD4,0.34903136
8259.0,LCLAT1,0.34883922
1335.0,NINL,0.34873196
5336.0,RAB27B,0.34869093
2512.0,CSPG4,0.34866795
6029.0,IL10RA,0.3483507
6076.0,LUZP4,0.34818494
3877.0,TECR,0.34806702
4406.0,ACADS,0.34804076
4418.0,PNMA1,0.34782264
10026.0,GDE1,0.34763882
2127.0,ADAP1,0.3476189
8338.0,DDX19A,0.3475734
1144.0,PEX14,0.34752026
12066.0,FKRP,0.3473172
7375.0,ELL2,0.34696838
11961.0,COQ4,0.3466496
12015.0,C17orf80,0.34648034
11858.0,ITIH1,0.34639785
10801.0,RPA4,0.346323
1468.0,COPS5,0.34615785
5427.0,SPTSSA,0.3458875
4074.0,VDAC3,0.34574705
7567.0,NOM1,0.3455451
8001.0,LIN54,0.34525704
11904.0,DOP1B,0.3451957
9303.0,TFB1M,0.345059
8745.0,RABEP2,0.3450157
9612.0,ISOC2,0.34493393
9435.0,CACNG2,0.3448714
9538.0,OCIAD1,0.34462267
11484.0,COX6B1,0.34426475
7437.0,PHAX,0.3441668
11767.0,ATP6V1F,0.34412754
3056.0,KRT19,0.3441251
9274.0,PIR,0.344091
11957.0,HINT3,0.34340093
2388.0,SERPINB5,0.34330213
4052.0,RPL29,0.34328362
11027.0,CYP11B2,0.3430774
4764.0,APIP,0.34290424
310.0,CBR4,0.3427586
387.0,KCNJ16,0.342517
9007.0,GNS,0.34225547
2160.0,KIFC3,0.3420723
8008.0,ACBD5,0.34196717
5812.0,BCL2L10,0.3418617
10701.0,ZNF644,0.34127566
12937.0,NPPC,0.34117427
5558.0,ZNF317,0.34111336
9096.0,COLGALT2,0.3410041
8614.0,NUDT1,0.3409976
9830.0,PARP12,0.34091175
5548.0,CD82,0.34072483
8036.0,ALPK3,0.3404801
7104.0,ECI1,0.34033182
2915.0,MEIS2,0.34026513
9738.0,CFHR5,0.34016052
1856.0,FRS3,0.34006855
4376.0,DTX2,0.33999136
4131.0,ZNF175,0.3397923
832.0,C1S,0.33966053
11536.0,GPN3,0.33900923
731.0,VAV1,0.3385338
6184.0,PPP1R7,0.3384358
6507.0,NELFA,0.33840695
457.0,NECTIN4,0.3382944
4365.0,RINT1,0.33825168
1008.0,ROBO2,0.33792728
10176.0,SLC16A10,0.33784768
10529.0,STEAP4,0.3374951
9517.0,RMND1,0.33747733
10524.0,UBA5,0.33729067
12250.0,CERS5,0.33682
4924.0,MUTYH,0.33666506
1770.0,CDC25A,0.33641908
1416.0,GIPC1,0.33634612
5908.0,ACOT9,0.33633673
7138.0,MOB1A,0.33625546
1957.0,NFKBIB,0.33617124
2646.0,ATG14,0.33608577
12435.0,ZNF598,0.33588824
4120.0,POLD3,0.33560976
5337.0,CPLX1,0.335514
8652.0,STBD1,0.33548912
7814.0,IGF2BP2,0.33515972
12294.0,SULF2,0.33507532
11487.0,ASCL2,0.3350433
1086.0,MCM8,0.33502847
1355.0,SLC6A3,0.33481213
9370.0,TMEM267,0.3347491
2690.0,BLOC1S1,0.334669
7923.0,HPN,0.33461684
10024.0,ZDHHC3,0.33445603
12484.0,FOXRED1,0.3343196
660.0,STAP2,0.33426884
11373.0,ALG2,0.3342188
9606.0,DNASE2,0.33418715
4888.0,CHMP4B,0.33401868
493.0,DAB2,0.33389816
7644.0,TMEM63A,0.33368802
3449.0,RPL32,0.33366996
7568.0,TRDN,0.33364537
1942.0,SOX1,0.3336074
12460.0,TMEM41B,0.3335217
5995.0,THAP7,0.33351701
10626.0,SLC27A2,0.33343044
3966.0,IMMT,0.33337212
11305.0,PSPN,0.33320886
1619.0,STK36,0.33303007
9955.0,CPNE6,0.33299747
4793.0,SLC30A2,0.33293498
9474.0,NDUFA2,0.3327065
12916.0,GLI4,0.33257246
10703.0,RBBP9,0.3324214
1498.0,MAPK12,0.33202744
9041.0,P2RY2,0.33196035
5854.0,LRFN1,0.33171007
1621.0,ZAP70,0.33159938
9453.0,CTSA,0.33138338
4159.0,MTCP1,0.33082363
4719.0,SNRPC,0.33030495
1833.0,ZPR1,0.33030152
145.0,CSNK2A2,0.33027607
12418.0,GALK2,0.33013853
4836.0,TMEM252,0.32995978
12647.0,PCDH12,0.32980597
5726.0,SMG9,0.32970762
6717.0,FIGNL1,0.32958236
4060.0,KLHL22,0.3294358
5314.0,CXCL11,0.32921305
7869.0,ZDHHC21,0.32909667
8321.0,LAMTOR2,0.3290606
6907.0,ITM2A,0.3290007
5207.0,FBXO24,0.32883403
10776.0,RHOF,0.32880434
8125.0,AP1S1,0.3287949
10968.0,SYN2,0.3285996
8176.0,ATL2,0.3285512
8680.0,UGT2B11,0.32827586
9066.0,SPIC,0.32825243
12826.0,TP53TG5,0.3281962
12313.0,EXTL2,0.32817197
5168.0,MKKS,0.32812348
3062.0,APRT,0.32794088
5897.0,UXT,0.32783157
8480.0,NPC1,0.32780185
3542.0,MCRS1,0.3276832
11023.0,GRID2,0.3275684
2765.0,FBF1,0.3274221
6709.0,PLEKHM1,0.32727313
7455.0,MLC1,0.32717818
2712.0,FBXO25,0.3270377
12091.0,EARS2,0.32687286
5304.0,UQCRH,0.3266766
12839.0,TULP2,0.32647252
9804.0,ZFP69B,0.32645965
6222.0,SATB2,0.32642406
10034.0,COX15,0.32619348
4845.0,MYL1,0.32606143
1954.0,DIXDC1,0.32593855
3867.0,RRAGA,0.3257724
12306.0,GTF2IRD2B,0.32564592
8128.0,RNF17,0.32560644
12450.0,SYCP2,0.32547697
1127.0,CNOT6,0.32546043
2779.0,APEH,0.32520667
12742.0,AVIL,0.32510656
7678.0,SPPL2A,0.32494882
11512.0,TTYH3,0.32493612
6148.0,SLMAP,0.32483155
5145.0,BLOC1S6,0.32447222
12354.0,SLC45A2,0.32443887
2208.0,SLC23A1,0.32443807
7325.0,UFM1,0.32426408
4891.0,GGA3,0.32382596
2163.0,TUFM,0.32372433
12438.0,AVL9,0.3236318
5622.0,C9orf78,0.32360205
3762.0,FKBP14,0.3235971
7545.0,POP4,0.3233458
2879.0,MRM1,0.32318905
9937.0,CAMKK2,0.32302073
5387.0,TSSK2,0.3226538
243.0,CLCF1,0.32260448
7797.0,EEF1E1,0.3225715
9352.0,UPK3A,0.32239398
935.0,ASGR1,0.32218492
9812.0,ASCC1,0.32217315
9147.0,POU3F3,0.322
10385.0,PGPEP1,0.3218374
5086.0,NADSYN1,0.32175964
8309.0,TRAPPC9,0.32174134
6293.0,PNPO,0.32169226
8507.0,CST3,0.3212311
10802.0,ANAPC15,0.320558
2674.0,IPO13,0.3205455
3463.0,ECHDC1,0.32039163
6154.0,BBC3,0.32007325
6855.0,LSM7,0.31986335
5153.0,ZNF417,0.31983095
12280.0,P3H2,0.31975704
10440.0,CEPT1,0.31972566
10732.0,SLC38A3,0.31970543
9003.0,CERS1,0.31942183
12565.0,ELMOD3,0.31910008
2620.0,NDUFS3,0.3190491
5124.0,ATF5,0.31868473
2164.0,ELOF1,0.31863925
12674.0,ZPLD1,0.3182682
6393.0,MPDU1,0.31821397
10867.0,ADAM19,0.31804633
12095.0,B4GALNT1,0.3178776
5060.0,VGLL1,0.31783214
12309.0,CHPF2,0.3174949
6465.0,B4GALT3,0.31749034
6790.0,LRP12,0.317303
12169.0,PLEKHH1,0.31712267
7908.0,PNPLA8,0.31711254
9135.0,TMEM144,0.3169637
10178.0,DMRTA1,0.3167216
3211.0,NUSAP1,0.31662992
4633.0,MINDY3,0.31633973
11430.0,HOXB13,0.31631085
8178.0,PPM1F,0.3160559
9083.0,NSRP1,0.3159727
4261.0,UBE2Z,0.31591707
10898.0,IGFALS,0.3158463
1507.0,HES6,0.31580013
10113.0,ZNF7,0.3157672
4777.0,S1PR3,0.315287
10481.0,PREPL,0.3151707
4949.0,NIPAL3,0.3148615
3077.0,ADRM1,0.3148235
12560.0,TBX10,0.3145113
10645.0,PLA2G15,0.31451067
8787.0,SLC22A1,0.3143327
1307.0,DOK2,0.31428736
578.0,CDC7,0.3142593
5573.0,NAPB,0.31406167
6925.0,ZNF784,0.31406167
12513.0,TIGD2,0.31400412
8150.0,UQCRFS1,0.31398165
3939.0,ACTR2,0.31387457
12501.0,NT5DC3,0.31387335
5824.0,POMC,0.31354904
1393.0,TRAPPC4,0.31338722
4613.0,PSMC4,0.3133754
6455.0,GLCE,0.31285137
7355.0,ZBTB4,0.31252646
7047.0,EPHA7,0.31193373
5755.0,PDLIM1,0.31186444
11926.0,CDKL1,0.31148225
107.0,CRADD,0.31111184
11287.0,RASA3,0.31098706
11992.0,RHBDD3,0.31094277
1755.0,FOXA1,0.31080565
9026.0,DHTKD1,0.31079686
3694.0,PCGF3,0.31056583
8844.0,ADGRL3,0.31041396
7380.0,PIK3AP1,0.31036633
9572.0,SRXN1,0.31032658
8994.0,ZNF649,0.31015795
5211.0,UBTD2,0.31013924
10575.0,SCAMP2,0.31009182
1940.0,FZD6,0.31005245
8889.0,SUGT1,0.3097087
2147.0,NEU1,0.3096805
6813.0,LRSAM1,0.30947706
4659.0,PKMYT1,0.30887637
8296.0,PAQR3,0.30865973
4102.0,POLR2K,0.30857295
4308.0,GOLM1,0.30852517
8716.0,CCDC110,0.30834097
3899.0,CBX7,0.30772483
4739.0,TBCB,0.30772132
4350.0,PIGS,0.307665
6513.0,CGGBP1,0.30756047
7624.0,ALPP,0.30715597
7356.0,RAB7B,0.30689105
3782.0,PDE4A,0.30680475
6642.0,BLOC1S4,0.30647525
3175.0,KRT10,0.3064384
9122.0,NIPA2,0.30621183
10613.0,TSPAN3,0.30604848
10006.0,AP5Z1,0.30604768
8013.0,XCL2,0.30595222
5996.0,BANF2,0.30589297
12884.0,UQCC3,0.3058591
12461.0,TP53I11,0.30544758
1062.0,PIGX,0.30530095
8407.0,DAZ1,0.3051954
12115.0,LYRM4,0.30494717
8445.0,ISOC1,0.30456972
1404.0,EREG,0.30454183
7640.0,THTPA,0.3042302
5621.0,SF3B4,0.30422384
5723.0,NXN,0.30413687
12487.0,ARX,0.30412692
10053.0,ZNF554,0.3041004
7843.0,CACTIN,0.3038744
