Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Silent,Splice_Site,Translation_Start_Site,DEL,INS,SNP,pnum,gene length,silent,nonsense,splice site,missense,recurrent missense,normalized missense position entropy,frameshift indel,inframe indel,normalized mutation entropy,Mean Missense MGAEntropy,Mean VEST Score,lost start and stop,missense to silent,non-silent to silent,inactivating p-value,entropy p-value,vest p-value,combined p-value,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,class
ANKRD34A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.009153318,1.315789474,2.0,1491.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.762776506,1.0,0.630914826,0.921504358,19.19873619,460.3955788,0.018887105,0.0,0.0,0.19500001,0.004609,0.4833333,0.001925333,-0.67,0.6199126,0.477971301,0.030973172,0.0
ARHGEF11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,4689.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.112719345,0.514,0.0,1.0,1.0,0.235017626,1.0,0.336360579,0.702849493,19.87000975,350.0,0.03612695,6.62e-05,15.0,2.7700001,0.136242,2.7700001,0.136242,-1.6336408,0.6199126,0.176193285,0.030973172,0.0
ARID1A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,6858.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.522560236,0.135,0.0,1.0,1.0,0.0,0.968992248,1.0,0.999514212,19.89647003,182.0,0.02749164,0.000107153,52.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.171389156,0.030973172,0.0
ARNT,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,2370.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.251987499,0.82,0.0,1.0,1.0,0.41963911,1.0,0.636132316,0.923885938,20.76942545,188.0,0.03341297,0.000220617,42.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.477971301,0.030973172,0.0
ATP1A1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009153318,1.315789474,2.0,3072.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,1.022128881,0.5295,0.0,1.0,2.0,0.413736036,1.0,0.203252033,0.52709523,19.23370697,464.0,0.01780357,0.000313934,102.0,-0.062500004,0.000757583,0.165,4.05e-05,-0.29000002,0.000162,0.477971301,0.030973172,0.0
ATP1A2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,2.0,3063.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.496472656,0.4575,0.0,2.0,2.0,0.992063492,0.13288672,0.028875863,0.025183695,19.67268448,386.0,0.02299702,1.02e-05,15.0,0.4575,0.00461025,0.4575,0.00461025,-1.6336408,0.6199126,0.477971301,0.030973172,0.0
ATP1B1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,912.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.441818181,0.747,0.0,1.0,1.0,0.848176421,1.0,0.735294118,0.961385809,17.81891603,416.0,0.01888767,0.000215578,72.0,4.44,0.000392,4.44,0.000392,-1.6336408,0.6199126,0.096675731,0.030973172,0.0
ATP2B4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,3618.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.931925192,0.251,0.0,1.0,1.0,1.0,1.0,0.102923014,0.336946687,18.96919369,256.0,0.03531427,0.000211002,31.0,0.11,0.00045,0.26,0.28567808,-0.04,0.6199126,0.073800282,0.030973172,0.0
ATP8B2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.009153318,1.315789474,2.0,3672.0,0.666666667,0.0,0.0,0.333333333,0.0,1.0,0.0,0.0,1.0,0.281287165,0.284333333,0.0,0.333333333,0.333333333,0.911577028,1.0,0.187125749,0.500743719,20.69321979,236.0,0.03116069,3.21e-06,4.0,0.225,5e-07,0.225,5e-07,-1.6336408,0.6199126,0.047410341,5.44e-06,0.0
AURKAIP1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,600.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.92415142,0.311,0.0,1.0,1.0,0.419287212,1.0,0.394632991,0.761562384,20.72755822,273.0,0.02767526,1.64e-06,5.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,0.477971301,0.030973172,0.0
B4GALT2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1206.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.274859119,0.168,0.0,1.0,1.0,1.0,1.0,0.279485746,0.635775289,19.73929179,214.0,0.03941317,0.0,1.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,0.039452389,0.030973172,0.0
BCAN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,2736.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.274859119,0.951,0.0,1.0,1.0,0.970873786,1.0,0.438596491,0.800076949,20.82039714,180.0,0.03666845,0.000243677,13.0,-1.7649999,0.058140495,1.0764893,0.28567808,-1.7649999,0.058140495,0.768425889,0.030973172,0.0
BCAR3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,2478.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.310565047,0.707,0.0,1.0,1.0,0.891265597,1.0,0.059157596,0.226428673,19.18421336,173.0,0.009017685,4.15e-06,11.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.595563223,0.030973172,0.0
BCL9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,4281.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.522560236,0.47,0.0,1.0,1.0,0.636132316,1.0,0.232666356,0.571928757,19.19873619,460.3955788,0.018887105,5.97e-06,6.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.069594826,0.030973172,0.0
BLZF1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,2.0,1203.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.366482029,0.742,0.0,2.0,2.0,0.279251606,1.0,0.965250965,0.999389135,18.12716915,491.0,0.007203025,0.000109794,50.0,0.1375,0.000173583,0.19666667,5.03e-05,-0.04,0.6199126,1.912829364,0.000334422,0.0
C1QA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,738.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.771000977,0.113,0.0,1.0,1.0,0.032943502,1.0,0.849617672,0.988078869,18.5711023,541.0,0.02857333,6.03e-05,17.0,-0.68,0.34568815,1.0764893,0.28567808,-0.68,0.6199126,1.028121887,0.030973172,0.0
CCDC181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009153318,1.315789474,2.0,1530.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.318932605,0.806,0.0,1.0,2.0,0.938086304,1.0,0.644745326,0.927723974,18.12716915,491.0,0.007203025,0.0,1.0,0.38,0.002278,0.5166667,0.002296334,-0.03,0.6199126,0.477971301,0.030973172,0.0
C1orf141,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1203.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.259803528,0.568,0.0,1.0,1.0,0.680272109,1.0,0.971817298,0.999599083,18.76190244,673.0,-0.004997551,0.0,0.0,-0.315,0.0023805,0.03,0.28567808,-0.66,0.6199126,0.477971301,0.030973172,0.0
C1orf162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,468.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.076784227,0.09,0.0,1.0,1.0,1.0,1.0,0.161446561,0.455857456,18.59986854,348.0,0.02762053,0.0,0.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.477971301,0.030973172,0.0
C1orf216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,690.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.219490781,0.552336489,20.16737649,325.0,0.03466202,0.000102795,28.0,0.11,0.00045,0.26,0.28567808,-0.04,0.6199126,0.477971301,0.030973172,0.0
C1orf27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1365.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.175633886,0.165,0.0,1.0,1.0,1.0,1.0,0.164744646,0.46183832,18.08411078,399.0,-0.01368128,1.45e-06,2.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,0.477971301,0.030973172,0.0
C1orf56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1026.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.884955752,0.993112949,20.62280344,165.0,0.04028727,0.0,0.0,-0.68,0.34568815,1.0764893,0.28567808,-0.68,0.6199126,0.02137384,0.030973172,0.0
C1orf74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,810.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.527704485,0.865023134,17.74918921,429.0,0.018346,0.0,0.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,0.083611575,0.0,0.0
C4BPB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,759.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.010276387,0.169,0.0,1.0,1.0,0.300480769,1.0,0.21602938,0.547060026,18.73024622,155.0,0.02390966,4.51e-06,13.0,-1.4599999,0.046208,0.06,0.28567808,-2.98,0.6199126,0.909457196,0.030973172,0.0
CACNA1S,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,5622.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.85106383,0.959280303,0.473484848,0.812666357,18.99537189,490.0,0.03061653,4.16e-06,4.0,0.12,0.001058,0.35,0.28567808,-0.11,0.6199126,0.674566974,0.030973172,0.0
CADM3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1299.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.347199168,0.856,0.0,1.0,1.0,0.577034045,0.552771084,0.481927711,0.618776606,16.60341569,785.0,0.0143302,0.0,0.0,0.12,9.8e-05,0.12,9.8e-05,-1.6336408,0.6199126,0.477971301,0.030973172,0.0
CAMTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009153318,1.315789474,1.0,5022.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.412031314,0.643915003,0.795878944,0.855068522,18.14428581,462.0,0.02256161,0.0,1.0,-1.33,0.34568815,1.0764893,0.28567808,-1.33,0.6199126,0.477971301,0.030973172,0.0
CATSPER4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1419.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.88028169,1.0,0.056941123,0.220119433,19.77400118,217.0,0.02952692,2.05e-07,3.0,-0.29499999,0.0057245,0.24,0.28567808,-0.83,0.6199126,0.477971301,0.030973172,0.0
CCDC18,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,4.0,3900.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.698758273,0.30675,0.0,4.0,4.0,0.525762355,1.0,0.033943179,0.14877524,19.32567437,412.0,0.008750078,0.0,1.0,-0.2875,0.010604215,0.118,0.0001492,-0.9633333,0.025854335,0.477971301,0.030973172,0.0
CCDC24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,924.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.053558995,1.0,0.786782061,0.975455541,19.73929179,214.0,0.03941317,7.29e-07,5.0,-0.495,0.0018605,1.0764893,0.28567808,-0.495,0.0018605,0.097253505,0.030973172,0.0
CD164L2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,522.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.82433401,0.155,0.0,1.0,1.0,0.347584289,1.0,0.336134454,0.702603038,19.69244098,188.0,0.02608688,0.000104639,5.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.633565968,0.030973172,0.0
CD5L,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1044.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.621799681,0.177,0.0,1.0,1.0,0.69735007,0.966769706,0.386398764,0.741394448,16.82961745,778.0,0.02791176,0.0,0.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.953160765,0.030973172,0.0
CDC14A,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1872.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.69778989,0.705,0.0,1.0,1.0,0.532481363,1.0,0.744047619,0.964025478,18.56296048,622.0,0.006143884,1.46e-05,11.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.081297164,0.030973172,0.0
CDC42BPA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,5160.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.697646094,0.747,0.0,1.0,2.0,0.872600349,0.162179695,0.879500487,0.420415994,18.15054163,481.0,-0.001818037,4.25e-06,6.0,-0.68,0.34568815,1.0764893,0.28567808,-0.68,0.6199126,0.839696508,0.030973172,0.0
CENPF,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,9345.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.622876602,0.494,0.0,1.0,1.0,0.796178344,1.0,0.455373406,0.813587215,18.80342325,186.0,-0.006880682,1.96e-05,22.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,0.068780679,0.030973172,0.0
CENPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1173.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.290528762,1.0,0.531067446,0.867162108,18.75339893,417.0,0.008967295,1.73e-05,7.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,0.477971301,0.030973172,0.0
CFHR2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,813.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.376713697,0.124,0.0,1.0,1.0,0.991080278,1.0,0.190694127,0.506690421,17.7330193,853.0,-0.02369287,0.0,1.0,0.18,0.000162,0.18,0.000162,-1.6336408,0.6199126,0.477971301,0.030973172,0.0
CNST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,2178.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.932835821,1.0,0.313676286,0.677350615,18.66820912,346.0,0.003618809,0.000139117,13.0,-0.765,0.0099405,1.0764893,0.28567808,-0.765,0.0099405,0.477971301,0.030973172,0.0
CPSF3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.009153318,1.315789474,1.0,1821.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.785545954,1.0,0.34904014,0.716428744,20.73397936,273.0,0.02773012,4.43e-05,22.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,0.014295105,0.030973172,0.0
CR1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1710.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.625782228,1.0,0.772797527,0.971976968,18.56006969,361.0,0.01291692,0.0,0.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.477971301,0.030973172,0.0
CREB3L4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1188.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.432412368,0.852,0.0,1.0,1.0,1.0,1.0,0.248015873,0.593815112,20.95219522,222.0,0.03430722,0.00022785,7.0,6.925,1.0039445,14.01,0.28567808,-0.16,0.6199126,0.477971301,0.030973172,0.0
CROCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,6054.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.955109838,0.029724749,0.813417752,0.114178439,19.37852051,247.0,0.04541732,2.57e-06,6.0,-0.92,0.018818,0.05,0.28567808,-1.89,0.6199126,0.477971301,0.030973172,0.0
CSDE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,2535.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.022623411,1.0,0.305436775,0.667688601,19.19575643,472.0,0.00282733,5.66e-05,32.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.125022015,0.030973172,0.0
CSF3R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,2592.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.603334661,0.35,0.0,1.0,1.0,0.797448166,1.0,0.00796,0.046433277,19.1482576,347.0,0.03074992,7.58e-06,13.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,0.470500233,0.030973172,0.0
CSMD2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,10464.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.959815768,0.515,0.0,1.0,1.0,0.460405157,1.0,0.145306597,0.425589844,17.07075094,907.0,0.01593501,0.0,1.0,0.22,0.000288,0.22,0.000288,-1.6336408,0.6199126,1.082803359,0.030973172,0.0
CTSK,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,990.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.013807578,1.0,0.971817298,0.999599083,20.7945182,188.0,0.03481144,4.1e-06,7.0,0.165,4.05e-05,0.165,4.05e-05,-1.6336408,0.6199126,1.771855157,0.030973172,0.0
CTTNBP2NL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,1920.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.072296724,0.062,0.0,1.0,1.0,0.462748727,1.0,0.357142857,0.724864078,19.09353594,335.0,0.02283177,2.01e-05,28.0,0.655,0.0034445,0.655,0.0034445,-1.6336408,0.6199126,0.054749656,0.030973172,0.0
DCST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.009153318,1.315789474,1.0,2121.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.370782351,1.0,0.594177065,0.903492522,20.69431707,214.0,0.04370952,2.32e-08,2.0,0.11743421,0.34568816,1.076489304,0.285678082,-1.633640851,0.619912605,1.870074752,0.030973172,0.0
